@relation 'topik-weka.filters.unsupervised.attribute.StringToWordVector-R1,2-W1000-prune-rate-1.0-T-N0-L-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-M100-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"_clustered'

@attribute Instance_number numeric
@attribute class {olahraga,internasional,ekonomi,politik}
@attribute - numeric
@attribute 2014 numeric
@attribute ada numeric
@attribute akan numeric
@attribute babak numeric
@attribute baca numeric
@attribute berita numeric
@attribute bisa numeric
@attribute bola numeric
@attribute co numeric
@attribute dalam numeric
@attribute dan numeric
@attribute dari numeric
@attribute dengan numeric
@attribute di numeric
@attribute dia numeric
@attribute dua numeric
@attribute dunia numeric
@attribute gol numeric
@attribute indonesia numeric
@attribute ini numeric
@attribute itu numeric
@attribute jakarta numeric
@attribute juara numeric
@attribute juga numeric
@attribute kami numeric
@attribute kata numeric
@attribute ke numeric
@attribute kedua numeric
@attribute laga numeric
@attribute lain numeric
@attribute lebih numeric
@attribute menit numeric
@attribute menjadi numeric
@attribute mereka numeric
@attribute oktober numeric
@attribute pada numeric
@attribute pemain numeric
@attribute pertama numeric
@attribute pertandingan numeric
@attribute piala numeric
@attribute saat numeric
@attribute saya numeric
@attribute setelah numeric
@attribute sudah numeric
@attribute tak numeric
@attribute tempo numeric
@attribute tidak numeric
@attribute tim numeric
@attribute timnas numeric
@attribute untuk numeric
@attribute yang numeric
@attribute | numeric
@attribute ebola numeric
@attribute isis numeric
@attribute jokowi numeric
@attribute negara numeric
@attribute oleh numeric
@attribute orang numeric
@attribute sebagai numeric
@attribute tahun numeric
@attribute telah numeric
@attribute tersebut numeric
@attribute 0 numeric
@attribute 00 numeric
@attribute 000 numeric
@attribute 01 numeric
@attribute 02 numeric
@attribute 03 numeric
@attribute 04 numeric
@attribute 05 numeric
@attribute 06 numeric
@attribute 07 numeric
@attribute 08 numeric
@attribute 09 numeric
@attribute 1 numeric
@attribute 10 numeric
@attribute 100 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 15/10 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 2 numeric
@attribute 20 numeric
@attribute 200 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 3 numeric
@attribute 30 numeric
@attribute 30/9 numeric
@attribute 300 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 4 numeric
@attribute 40 numeric
@attribute 400 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 5 numeric
@attribute 50 numeric
@attribute 500 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 6 numeric
@attribute 60 numeric
@attribute 600 numeric
@attribute 61 numeric
@attribute 62 numeric
@attribute 63 numeric
@attribute 64 numeric
@attribute 65 numeric
@attribute 66 numeric
@attribute 67 numeric
@attribute 68 numeric
@attribute 69 numeric
@attribute 7 numeric
@attribute 70 numeric
@attribute 700 numeric
@attribute 71 numeric
@attribute 72 numeric
@attribute 73 numeric
@attribute 74 numeric
@attribute 75 numeric
@attribute 76 numeric
@attribute 77 numeric
@attribute 78 numeric
@attribute 79 numeric
@attribute 8 numeric
@attribute 80 numeric
@attribute 800 numeric
@attribute 81 numeric
@attribute 82 numeric
@attribute 83 numeric
@attribute 84 numeric
@attribute 85 numeric
@attribute 86 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 9 numeric
@attribute 90 numeric
@attribute 900 numeric
@attribute 91 numeric
@attribute 92 numeric
@attribute 93 numeric
@attribute 94 numeric
@attribute 95 numeric
@attribute 96 numeric
@attribute 97 numeric
@attribute 98 numeric
@attribute 99 numeric
@attribute bahana numeric
@attribute balanced numeric
@attribute bank numeric
@attribute baru numeric
@attribute batavia numeric
@attribute bnp numeric
@attribute bumn numeric
@attribute cimb-principal numeric
@attribute dana numeric
@attribute danareksa numeric
@attribute dollar numeric
@attribute dynamic numeric
@attribute ekuitas numeric
@attribute equity numeric
@attribute fund numeric
@attribute harga numeric
@attribute hari numeric
@attribute ii numeric
@attribute income numeric
@attribute indeks numeric
@attribute industri numeric
@attribute investa numeric
@attribute investasi numeric
@attribute juta numeric
@attribute kabinet numeric
@attribute kementerian numeric
@attribute kerja numeric
@attribute mandiri numeric
@attribute manulife numeric
@attribute masih numeric
@attribute mega numeric
@attribute mengatakan numeric
@attribute menteri numeric
@attribute menurut numeric
@attribute nisp numeric
@attribute obligasi numeric
@attribute optima numeric
@attribute panin numeric
@attribute paribas numeric
@attribute pasar numeric
@attribute pemerintah numeric
@attribute pendapatan numeric
@attribute persen numeric
@attribute persero numeric
@attribute plus numeric
@attribute pnm numeric
@attribute premier numeric
@attribute presiden numeric
@attribute prima numeric
@attribute protected numeric
@attribute proteksi numeric
@attribute pt numeric
@attribute rd numeric
@attribute rdpt numeric
@attribute rdt numeric
@attribute reksa numeric
@attribute rp numeric
@attribute saham numeric
@attribute sapi numeric
@attribute schroder numeric
@attribute seri numeric
@attribute syariah numeric
@attribute tbk numeric
@attribute terproteksi numeric
@attribute tetap numeric
@attribute tram numeric
@attribute usd numeric
@attribute utama numeric
@attribute acara numeric
@attribute dilantik numeric
@attribute gedung numeric
@attribute iriana numeric
@attribute istana numeric
@attribute jalan numeric
@attribute jk numeric
@attribute joko numeric
@attribute jokowi-jk numeric
@attribute jusuf numeric
@attribute kalla numeric
@attribute ketua numeric
@attribute koalisi numeric
@attribute lalu numeric
@attribute partai numeric
@attribute pelantikan numeric
@attribute prabowo numeric
@attribute pukul numeric
@attribute rakyat numeric
@attribute rumah numeric
@attribute sby numeric
@attribute senin numeric
@attribute terpilih numeric
@attribute wakil numeric
@attribute warga numeric
@attribute wib numeric
@attribute widodo numeric
@attribute yudhoyono numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
89,politik,0.693147,0,0,0.693147,0,0.693147,0,0,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0,0.693147,0,0,0.693147,0.693147,0.693147,0.693147,0,0.693147,0,0,0.693147,0,0,0,0.693147,0,0,0,0.693147,0.693147,0,0,0,0,0,0,0.693147,0,0,0.693147,0,0,0,0,0,0,0,0,0.693147,0.693147,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0.693147,0,0,0,0,0.693147,0.693147,0,0,0.693147,0.693147,0.693147,0,0.693147,0.693147,0.693147,0,0,0,0,0.693147,0,0.693147,0,0,0.693147,0.693147,cluster3
90,politik,0.693147,0.693147,0.693147,0.693147,0,0,0.693147,0,0,0.693147,0,0.693147,0.693147,0.693147,0.693147,0.693147,0,0,0,0,0.693147,0,0.693147,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0.693147,0.693147,0.693147,0,0,0,0,0,0.693147,0.693147,0.693147,0,0.693147,0,0,0,0.693147,0.693147,0,0,0,0.693147,0,0.693147,0,0.693147,0.693147,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0.693147,0.693147,0.693147,0,0.693147,0,0.693147,0.693147,0.693147,0.693147,0,0.693147,0,0,0.693147,0,0.693147,0.693147,0,0.693147,0.693147,0.693147,0.693147,0,0.693147,0.693147,0,cluster3
91,politik,0.693147,0,0,0.693147,0,0.693147,0.693147,0,0,0.693147,0,0.693147,0,0.693147,0.693147,0,0,0,0,0.693147,0.693147,0,0.693147,0,0,0,0,0.693147,0.693147,0,0.693147,0.693147,0,0,0.693147,0,0.693147,0,0,0,0,0.693147,0,0,0,0.693147,0.693147,0.693147,0,0,0.693147,0.693147,0,0,0,0.693147,0,0.693147,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0.693147,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0.693147,0.693147,0,0,0.693147,0.693147,0.693147,0.693147,0,0,0.693147,0,0.693147,0.693147,0.693147,0.693147,0,0,0,0.693147,0.693147,0,0.693147,0.693147,0,cluster3
92,politik,0.693147,0,0,0.693147,0,0.693147,0.693147,0,0,0.693147,0,0.693147,0,0.693147,0.693147,0,0,0,0,0,0.693147,0.693147,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0.693147,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0.693147,0.693147,0.693147,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0.693147,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0.693147,0.693147,0.693147,0.693147,0,0.693147,0.693147,0.693147,0.693147,0.693147,0,0,0,0.693147,0,0.693147,0.693147,0,0,0,0.693147,0.693147,0,0.693147,0.693147,0,cluster3
93,politik,0,0.693147,0,0,0,0.693147,0.693147,0,0,0.693147,0,0.693147,0,0,0.693147,0.693147,0,0,0,0,0.693147,0.693147,0.693147,0,0,0,0.693147,0,0,0,0.693147,0,0,0,0,0.693147,0,0,0,0,0,0,0,0.693147,0.693147,0,0.693147,0.693147,0,0,0.693147,0.693147,0,0,0.693147,0.693147,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0.693147,0.693147,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0.693147,0,0,0,0.693147,0.693147,0,0,0,0,0,0,0.693147,0,0,0,0.693147,0.693147,0.693147,0.693147,0,0,0,0.693147,0,cluster3
94,politik,0.693147,0.693147,0.693147,0,0,0.693147,0.693147,0.693147,0,0.693147,0,0.693147,0.693147,0.693147,0.693147,0.693147,0,0,0,0,0.693147,0.693147,0.693147,0,0,0,0.693147,0.693147,0,0,0,0,0,0.693147,0.693147,0.693147,0.693147,0,0,0,0,0.693147,0,0,0,0.693147,0.693147,0,0,0,0.693147,0.693147,0,0,0,0.693147,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0,0,0.693147,0,0,0,0.693147,0,0,0,0.693147,0,0,0.693147,0.693147,cluster3
95,politik,0.693147,0,0.693147,0.693147,0,0,0.693147,0,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0,0,0,0,0.693147,0.693147,0.693147,0.693147,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0.693147,0.693147,0.693147,0,0.693147,0,0,0,0.693147,0.693147,0,0,0,0.693147,0,0.693147,0,0,0.693147,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0.693147,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0.693147,0,0,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0,0.693147,0.693147,0.693147,0.693147,0.693147,0,0.693147,0,0.693147,0.693147,0,0.693147,0.693147,0,cluster3
96,politik,0.693147,0.693147,0.693147,0,0,0.693147,0.693147,0.693147,0,0.693147,0.693147,0.693147,0,0,0.693147,0,0,0,0,0.693147,0.693147,0.693147,0.693147,0,0,0,0.693147,0.693147,0,0,0.693147,0,0.693147,0,0,0.693147,0,0,0,0,0,0,0,0.693147,0,0.693147,0.693147,0.693147,0,0,0.693147,0.693147,0,0,0.693147,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0.693147,0,0.693147,0.693147,0.693147,0.693147,0.693147,0,0.693147,0,0.693147,0,0.693147,0,0.693147,0,0,cluster3
97,politik,0.693147,0.693147,0.693147,0.693147,0,0.693147,0.693147,0.693147,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0,0,0,0.693147,0.693147,0.693147,0,0.693147,0,0.693147,0.693147,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0,0,0.693147,0.693147,0,0,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0.693147,0,0,0.693147,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0.693147,0.693147,0,0,0,0.693147,0,cluster3
98,politik,0.693147,0.693147,0.693147,0.693147,0,0.693147,0.693147,0,0,0.693147,0,0.693147,0,0,0.693147,0,0.693147,0,0,0,0.693147,0.693147,0.693147,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0.693147,0.693147,0,0,0,0,0.693147,0,0,0,0,0.693147,0,0,0,0.693147,0.693147,0,0,0,0.693147,0,0.693147,0,0,0,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0,0,0.693147,0.693147,0,0,0,0,0,0,0,0,0,0,0,0.693147,0.693147,0,0,0,0,0.693147,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0.693147,0,0.693147,0,0,0,0.693147,0.693147,0,0,0.693147,0,0,0.693147,0,0.693147,0,0.693147,0,0,0,0.693147,0,0,0,0.693147,0,0,cluster3
99,politik,0.693147,0.693147,0.693147,0.693147,0,0,0.693147,0,0,0.693147,0.693147,0.693147,0,0,0.693147,0,0,0,0,0.693147,0.693147,0,0.693147,0,0.693147,0,0,0.693147,0,0,0,0,0,0,0.693147,0.693147,0.693147,0,0,0,0,0.693147,0,0,0.693147,0,0.693147,0,0,0,0,0.693147,0,0,0,0.693147,0.693147,0.693147,0,0,0,0.693147,0,0,0.693147,0,0,0,0,0,0,0,0,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0.693147,0.693147,0.693147,0,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0,0,0.693147,0.693147,0.693147,0,0.693147,0.693147,0,cluster3
100,politik,0.693147,0.693147,0,0,0,0,0.693147,0,0,0.693147,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0,0,0,0.693147,0.693147,0.693147,0,0.693147,0,0.693147,0.693147,0,0,0,0,0,0,0.693147,0.693147,0,0,0,0,0,0.693147,0,0,0.693147,0.693147,0.693147,0,0,0,0,0.693147,0,0,0,0.693147,0,0.693147,0,0,0.693147,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0.693147,0.693147,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0.693147,0,0,0.693147,0.693147,0,0,0,0.693147,0.693147,0,0.693147,0,0,0,0.693147,0,0.693147,0.693147,0,0,0,0.693147,0,cluster3
101,politik,0.693147,0,0.693147,0.693147,0,0.693147,0.693147,0.693147,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0,0,0.693147,0.693147,0,0.693147,0,0.693147,0,0,0.693147,0,0,0.693147,0,0,0,0.693147,0,0.693147,0,0,0,0,0,0,0.693147,0.693147,0.693147,0.693147,0,0,0,0.693147,0.693147,0,0,0,0.693147,0.693147,0,0,0,0,0.693147,0.693147,0,0.693147,0,0,0,0,0.693147,0,0,0.693147,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0.693147,0.693147,0,0.693147,0.693147,0.693147,0.693147,0,0,0,0,0.693147,0,0.693147,0.693147,0,0.693147,0,0,0.693147,0.693147,0.693147,0.693147,0.693147,cluster3
102,politik,0.693147,0.693147,0.693147,0.693147,0,0.693147,0,0.693147,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0,0,0,0,0.693147,0.693147,0.693147,0.693147,0,0.693147,0,0.693147,0.693147,0,0,0,0,0,0.693147,0.693147,0.693147,0,0,0,0,0,0,0,0.693147,0,0.693147,0.693147,0.693147,0,0,0.693147,0.693147,0,0,0,0.693147,0.693147,0,0,0.693147,0,0.693147,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0,0,0,0.693147,0,0,0,0,0,0,0.693147,0,0,0,0.693147,0.693147,0.693147,0,0.693147,0,0,0.693147,0.693147,0.693147,0.693147,0,0.693147,0.693147,0,0.693147,0.693147,0,0.693147,0,0,0.693147,0.693147,0.693147,0,0,0.693147,0.693147,cluster3
